Location_Name,Date,TotalCount,Hour,Day,DayNo
Elizabeth Street,2024-01-13 23:00:00+00:00,70,23,Saturday,6
Bridge Street,2024-01-13 23:00:00+00:00,188,23,Saturday,6
Elizabeth Street,2024-01-13 22:00:00+00:00,64,22,Saturday,6
Park Street,2024-01-13 22:00:00+00:00,1244,22,Saturday,6
Market Street,2024-01-13 22:00:00+00:00,800,22,Saturday,6
Bridge Street,2024-01-13 22:00:00+00:00,258,22,Saturday,6
Elizabeth Street,2024-01-13 01:00:00+00:00,39,1,Saturday,6
Park Street,2024-01-13 01:00:00+00:00,823,1,Saturday,6
Bridge Street,2024-01-13 01:00:00+00:00,46,1,Saturday,6
Market Street,2024-01-13 01:00:00+00:00,186,1,Saturday,6
Bridge Street,2024-01-13 00:00:00+00:00,127,0,Saturday,6
Elizabeth Street,2024-01-13 00:00:00+00:00,44,0,Saturday,6
Market Street,2024-01-13 00:00:00+00:00,357,0,Saturday,6
Park Street,2024-01-13 00:00:00+00:00,694,0,Saturday,6
Bridge Street,2024-01-12 23:00:00+00:00,271,23,Friday,5
Elizabeth Street,2024-01-12 23:00:00+00:00,203,23,Friday,5
Market Street,2024-01-12 23:00:00+00:00,767,23,Friday,5
Park Street,2024-01-12 23:00:00+00:00,932,23,Friday,5
Elizabeth Street,2024-01-12 22:00:00+00:00,135,22,Friday,5
Bridge Street,2024-01-12 22:00:00+00:00,326,22,Friday,5
Park Street,2024-01-12 22:00:00+00:00,1357,22,Friday,5
Market Street,2024-01-12 22:00:00+00:00,1021,22,Friday,5
Park Street,2024-01-07 01:00:00+00:00,969,1,Sunday,0
Market Street,2024-01-07 01:00:00+00:00,161,1,Sunday,0
Elizabeth Street,2024-01-07 01:00:00+00:00,16,1,Sunday,0
Bridge Street,2024-01-07 01:00:00+00:00,59,1,Sunday,0
Bridge Street,2024-01-07 00:00:00+00:00,130,0,Sunday,0
Elizabeth Street,2024-01-07 00:00:00+00:00,51,0,Sunday,0
Market Street,2024-01-07 00:00:00+00:00,466,0,Sunday,0
Park Street,2024-01-07 00:00:00+00:00,732,0,Sunday,0
Park Street,2024-01-06 23:00:00+00:00,813,23,Saturday,6
Market Street,2024-01-06 23:00:00+00:00,678,23,Saturday,6
Elizabeth Street,2024-01-06 23:00:00+00:00,66,23,Saturday,6
Bridge Street,2024-01-06 23:00:00+00:00,226,23,Saturday,6
Bridge Street,2024-01-06 22:00:00+00:00,274,22,Saturday,6
Market Street,2024-01-06 22:00:00+00:00,1111,22,Saturday,6
Elizabeth Street,2024-01-06 22:00:00+00:00,95,22,Saturday,6
Park Street,2024-01-06 22:00:00+00:00,1296,22,Saturday,6
Park Street,2024-01-06 01:00:00+00:00,714,1,Saturday,6
Elizabeth Street,2024-01-06 01:00:00+00:00,10,1,Saturday,6
Bridge Street,2024-01-06 01:00:00+00:00,53,1,Saturday,6
Market Street,2024-01-06 01:00:00+00:00,194,1,Saturday,6
Park Street,2024-01-06 00:00:00+00:00,585,0,Saturday,6
Market Street,2024-01-06 00:00:00+00:00,293,0,Saturday,6
Elizabeth Street,2024-01-06 00:00:00+00:00,34,0,Saturday,6
Bridge Street,2024-01-06 00:00:00+00:00,125,0,Saturday,6
Elizabeth Street,2024-01-05 23:00:00+00:00,65,23,Friday,5
Bridge Street,2024-01-05 23:00:00+00:00,165,23,Friday,5
Park Street,2024-01-05 23:00:00+00:00,833,23,Friday,5
Market Street,2024-01-05 23:00:00+00:00,697,23,Friday,5
Park Street,2024-01-05 22:00:00+00:00,1166,22,Friday,5
Market Street,2024-01-05 22:00:00+00:00,908,22,Friday,5
Elizabeth Street,2024-01-05 22:00:00+00:00,98,22,Friday,5
Bridge Street,2024-01-05 22:00:00+00:00,289,22,Friday,5
Elizabeth Street,2023-12-31 01:00:00+00:00,10,1,Sunday,0
Bridge Street,2023-12-31 01:00:00+00:00,38,1,Sunday,0
Market Street,2023-12-31 01:00:00+00:00,58,1,Sunday,0
Park Street,2023-12-31 01:00:00+00:00,693,1,Sunday,0
Park Street,2023-12-31 00:00:00+00:00,614,0,Sunday,0
Market Street,2023-12-31 00:00:00+00:00,187,0,Sunday,0
Elizabeth Street,2023-12-31 00:00:00+00:00,4,0,Sunday,0
Bridge Street,2023-12-31 00:00:00+00:00,39,0,Sunday,0
Park Street,2023-12-30 23:00:00+00:00,620,23,Saturday,6
Market Street,2023-12-30 23:00:00+00:00,296,23,Saturday,6
Bridge Street,2023-12-30 23:00:00+00:00,118,23,Saturday,6
Elizabeth Street,2023-12-30 23:00:00+00:00,12,23,Saturday,6
Market Street,2023-12-30 22:00:00+00:00,324,22,Saturday,6
Elizabeth Street,2023-12-30 22:00:00+00:00,35,22,Saturday,6
Bridge Street,2023-12-30 22:00:00+00:00,168,22,Saturday,6
Park Street,2023-12-30 22:00:00+00:00,1063,22,Saturday,6
Bridge Street,2023-12-30 01:00:00+00:00,59,1,Saturday,6
Park Street,2023-12-30 01:00:00+00:00,760,1,Saturday,6
Market Street,2023-12-30 01:00:00+00:00,230,1,Saturday,6
Elizabeth Street,2023-12-30 01:00:00+00:00,16,1,Saturday,6
Market Street,2023-12-30 00:00:00+00:00,398,0,Saturday,6
Bridge Street,2023-12-30 00:00:00+00:00,143,0,Saturday,6
Park Street,2023-12-30 00:00:00+00:00,767,0,Saturday,6
Elizabeth Street,2023-12-30 00:00:00+00:00,41,0,Saturday,6
Park Street,2023-12-29 23:00:00+00:00,910,23,Friday,5
Market Street,2023-12-29 23:00:00+00:00,699,23,Friday,5
Elizabeth Street,2023-12-29 23:00:00+00:00,70,23,Friday,5
Bridge Street,2023-12-29 23:00:00+00:00,162,23,Friday,5
Park Street,2023-12-29 22:00:00+00:00,1351,22,Friday,5
Market Street,2023-12-29 22:00:00+00:00,1195,22,Friday,5
Elizabeth Street,2023-12-29 22:00:00+00:00,110,22,Friday,5
Bridge Street,2023-12-29 22:00:00+00:00,342,22,Friday,5
Park Street,2023-12-24 01:00:00+00:00,1079,1,Sunday,0
Market Street,2023-12-24 01:00:00+00:00,196,1,Sunday,0
Elizabeth Street,2023-12-24 01:00:00+00:00,15,1,Sunday,0
Bridge Street,2023-12-24 01:00:00+00:00,103,1,Sunday,0
Bridge Street,2023-12-24 00:00:00+00:00,106,0,Sunday,0
Park Street,2023-12-24 00:00:00+00:00,996,0,Sunday,0
Market Street,2023-12-24 00:00:00+00:00,512,0,Sunday,0
Elizabeth Street,2023-12-24 00:00:00+00:00,41,0,Sunday,0
Park Street,2023-12-23 23:00:00+00:00,1225,23,Saturday,6
Elizabeth Street,2023-12-23 23:00:00+00:00,108,23,Saturday,6
Bridge Street,2023-12-23 23:00:00+00:00,176,23,Saturday,6
Market Street,2023-12-23 23:00:00+00:00,986,23,Saturday,6
Park Street,2023-12-23 22:00:00+00:00,2612,22,Saturday,6
Market Street,2023-12-23 22:00:00+00:00,1711,22,Saturday,6
Elizabeth Street,2023-12-23 22:00:00+00:00,223,22,Saturday,6
Bridge Street,2023-12-23 22:00:00+00:00,333,22,Saturday,6
Park Street,2023-12-23 01:00:00+00:00,838,1,Saturday,6
Market Street,2023-12-23 01:00:00+00:00,191,1,Saturday,6
Elizabeth Street,2023-12-23 01:00:00+00:00,21,1,Saturday,6
Bridge Street,2023-12-23 01:00:00+00:00,101,1,Saturday,6
Bridge Street,2023-12-23 00:00:00+00:00,266,0,Saturday,6
Park Street,2023-12-23 00:00:00+00:00,846,0,Saturday,6
Market Street,2023-12-23 00:00:00+00:00,416,0,Saturday,6
Elizabeth Street,2023-12-23 00:00:00+00:00,39,0,Saturday,6
Market Street,2023-12-22 23:00:00+00:00,876,23,Friday,5
Elizabeth Street,2023-12-22 23:00:00+00:00,90,23,Friday,5
Park Street,2023-12-22 23:00:00+00:00,1277,23,Friday,5
Bridge Street,2023-12-22 23:00:00+00:00,310,23,Friday,5
Bridge Street,2023-12-22 22:00:00+00:00,376,22,Friday,5
Elizabeth Street,2023-12-22 22:00:00+00:00,176,22,Friday,5
Market Street,2023-12-22 22:00:00+00:00,1747,22,Friday,5
Park Street,2023-12-22 22:00:00+00:00,2516,22,Friday,5
Park Street,2023-12-17 01:00:00+00:00,1086,1,Sunday,0
Market Street,2023-12-17 01:00:00+00:00,278,1,Sunday,0
Elizabeth Street,2023-12-17 01:00:00+00:00,75,1,Sunday,0
Bridge Street,2023-12-17 01:00:00+00:00,132,1,Sunday,0
Elizabeth Street,2023-12-17 00:00:00+00:00,77,0,Sunday,0
Park Street,2023-12-17 00:00:00+00:00,1419,0,Sunday,0
Market Street,2023-12-17 00:00:00+00:00,678,0,Sunday,0
Bridge Street,2023-12-17 00:00:00+00:00,300,0,Sunday,0
Market Street,2023-12-16 23:00:00+00:00,1021,23,Saturday,6
Bridge Street,2023-12-16 23:00:00+00:00,365,23,Saturday,6
Elizabeth Street,2023-12-16 23:00:00+00:00,152,23,Saturday,6
Park Street,2023-12-16 23:00:00+00:00,1755,23,Saturday,6
Park Street,2023-12-16 22:00:00+00:00,2735,22,Saturday,6
Market Street,2023-12-16 22:00:00+00:00,1670,22,Saturday,6
Elizabeth Street,2023-12-16 22:00:00+00:00,456,22,Saturday,6
Bridge Street,2023-12-16 22:00:00+00:00,407,22,Saturday,6
Park Street,2023-12-16 01:00:00+00:00,1158,1,Saturday,6
Market Street,2023-12-16 01:00:00+00:00,318,1,Saturday,6
Elizabeth Street,2023-12-16 01:00:00+00:00,50,1,Saturday,6
Bridge Street,2023-12-16 01:00:00+00:00,147,1,Saturday,6
Market Street,2023-12-16 00:00:00+00:00,744,0,Saturday,6
Park Street,2023-12-16 00:00:00+00:00,1197,0,Saturday,6
Bridge Street,2023-12-16 00:00:00+00:00,348,0,Saturday,6
Elizabeth Street,2023-12-16 00:00:00+00:00,108,0,Saturday,6
Park Street,2023-12-15 23:00:00+00:00,1502,23,Friday,5
Bridge Street,2023-12-15 23:00:00+00:00,626,23,Friday,5
Elizabeth Street,2023-12-15 23:00:00+00:00,225,23,Friday,5
Market Street,2023-12-15 23:00:00+00:00,1332,23,Friday,5
Bridge Street,2023-12-15 22:00:00+00:00,640,22,Friday,5
Elizabeth Street,2023-12-15 22:00:00+00:00,298,22,Friday,5
Market Street,2023-12-15 22:00:00+00:00,1720,22,Friday,5
Park Street,2023-12-15 22:00:00+00:00,2225,22,Friday,5
Bridge Street,2023-12-10 01:00:00+00:00,118,1,Sunday,0
Elizabeth Street,2023-12-10 01:00:00+00:00,20,1,Sunday,0
Market Street,2023-12-10 01:00:00+00:00,347,1,Sunday,0
Park Street,2023-12-10 01:00:00+00:00,1126,1,Sunday,0
Park Street,2023-12-10 00:00:00+00:00,930,0,Sunday,0
Market Street,2023-12-10 00:00:00+00:00,587,0,Sunday,0
Elizabeth Street,2023-12-10 00:00:00+00:00,42,0,Sunday,0
Bridge Street,2023-12-10 00:00:00+00:00,165,0,Sunday,0
Park Street,2023-12-09 23:00:00+00:00,1291,23,Saturday,6
Market Street,2023-12-09 23:00:00+00:00,998,23,Saturday,6
Elizabeth Street,2023-12-09 23:00:00+00:00,126,23,Saturday,6
Bridge Street,2023-12-09 23:00:00+00:00,349,23,Saturday,6
Market Street,2023-12-09 22:00:00+00:00,1311,22,Saturday,6
Elizabeth Street,2023-12-09 22:00:00+00:00,153,22,Saturday,6
Park Street,2023-12-09 22:00:00+00:00,1641,22,Saturday,6
Bridge Street,2023-12-09 22:00:00+00:00,381,22,Saturday,6
Market Street,2023-12-09 01:00:00+00:00,322,1,Saturday,6
Elizabeth Street,2023-12-09 01:00:00+00:00,39,1,Saturday,6
Bridge Street,2023-12-09 01:00:00+00:00,139,1,Saturday,6
Park Street,2023-12-09 01:00:00+00:00,1057,1,Saturday,6
Park Street,2023-12-09 00:00:00+00:00,1061,0,Saturday,6
Market Street,2023-12-09 00:00:00+00:00,765,0,Saturday,6
Elizabeth Street,2023-12-09 00:00:00+00:00,95,0,Saturday,6
Bridge Street,2023-12-09 00:00:00+00:00,307,0,Saturday,6
Market Street,2023-12-08 23:00:00+00:00,1398,23,Friday,5
Park Street,2023-12-08 23:00:00+00:00,1458,23,Friday,5
Bridge Street,2023-12-08 23:00:00+00:00,436,23,Friday,5
Elizabeth Street,2023-12-08 23:00:00+00:00,187,23,Friday,5
Bridge Street,2023-12-08 22:00:00+00:00,882,22,Friday,5
Market Street,2023-12-08 22:00:00+00:00,1854,22,Friday,5
Park Street,2023-12-08 22:00:00+00:00,1939,22,Friday,5
Elizabeth Street,2023-12-08 22:00:00+00:00,199,22,Friday,5
Park Street,2023-12-03 01:00:00+00:00,1081,1,Sunday,0
Bridge Street,2023-12-03 01:00:00+00:00,153,1,Sunday,0
Elizabeth Street,2023-12-03 01:00:00+00:00,34,1,Sunday,0
Market Street,2023-12-03 01:00:00+00:00,312,1,Sunday,0
Bridge Street,2023-12-03 00:00:00+00:00,291,0,Sunday,0
Market Street,2023-12-03 00:00:00+00:00,796,0,Sunday,0
Park Street,2023-12-03 00:00:00+00:00,1135,0,Sunday,0
Elizabeth Street,2023-12-03 00:00:00+00:00,114,0,Sunday,0
Market Street,2023-12-02 23:00:00+00:00,1125,23,Saturday,6
Park Street,2023-12-02 23:00:00+00:00,998,23,Saturday,6
Bridge Street,2023-12-02 23:00:00+00:00,392,23,Saturday,6
Elizabeth Street,2023-12-02 23:00:00+00:00,155,23,Saturday,6
Bridge Street,2023-12-02 22:00:00+00:00,408,22,Saturday,6
Elizabeth Street,2023-12-02 22:00:00+00:00,188,22,Saturday,6
Park Street,2023-12-02 22:00:00+00:00,1441,22,Saturday,6
Market Street,2023-12-02 22:00:00+00:00,1380,22,Saturday,6
Elizabeth Street,2023-12-02 01:00:00+00:00,34,1,Saturday,6
Bridge Street,2023-12-02 01:00:00+00:00,139,1,Saturday,6
Park Street,2023-12-02 01:00:00+00:00,1224,1,Saturday,6
Market Street,2023-12-02 01:00:00+00:00,357,1,Saturday,6
Park Street,2023-12-02 00:00:00+00:00,1066,0,Saturday,6
Market Street,2023-12-02 00:00:00+00:00,796,0,Saturday,6
Elizabeth Street,2023-12-02 00:00:00+00:00,89,0,Saturday,6
Bridge Street,2023-12-02 00:00:00+00:00,262,0,Saturday,6
Park Street,2023-12-01 23:00:00+00:00,1387,23,Friday,5
Market Street,2023-12-01 23:00:00+00:00,1567,23,Friday,5
Elizabeth Street,2023-12-01 23:00:00+00:00,196,23,Friday,5
Bridge Street,2023-12-01 23:00:00+00:00,582,23,Friday,5
Market Street,2023-12-01 22:00:00+00:00,1775,22,Friday,5
Bridge Street,2023-12-01 22:00:00+00:00,706,22,Friday,5
Elizabeth Street,2023-12-01 22:00:00+00:00,358,22,Friday,5
Park Street,2023-12-01 22:00:00+00:00,1975,22,Friday,5
Elizabeth Street,2023-11-26 01:00:00+00:00,113,1,Sunday,0
Market Street,2023-11-26 01:00:00+00:00,337,1,Sunday,0
Park Street,2023-11-26 01:00:00+00:00,1212,1,Sunday,0
Bridge Street,2023-11-26 01:00:00+00:00,164,1,Sunday,0
Bridge Street,2023-11-26 00:00:00+00:00,273,0,Sunday,0
Park Street,2023-11-26 00:00:00+00:00,1272,0,Sunday,0
Market Street,2023-11-26 00:00:00+00:00,771,0,Sunday,0
Elizabeth Street,2023-11-26 00:00:00+00:00,118,0,Sunday,0
Park Street,2023-11-25 23:00:00+00:00,3018,23,Saturday,6
Market Street,2023-11-25 23:00:00+00:00,1462,23,Saturday,6
Elizabeth Street,2023-11-25 23:00:00+00:00,1449,23,Saturday,6
Bridge Street,2023-11-25 23:00:00+00:00,471,23,Saturday,6
Park Street,2023-11-25 22:00:00+00:00,1735,22,Saturday,6
Market Street,2023-11-25 22:00:00+00:00,1487,22,Saturday,6
Elizabeth Street,2023-11-25 22:00:00+00:00,516,22,Saturday,6
Bridge Street,2023-11-25 22:00:00+00:00,421,22,Saturday,6
Market Street,2023-11-25 01:00:00+00:00,147,1,Saturday,6
Park Street,2023-11-25 01:00:00+00:00,764,1,Saturday,6
Bridge Street,2023-11-25 01:00:00+00:00,141,1,Saturday,6
Elizabeth Street,2023-11-25 01:00:00+00:00,57,1,Saturday,6
Park Street,2023-11-25 00:00:00+00:00,740,0,Saturday,6
Market Street,2023-11-25 00:00:00+00:00,295,0,Saturday,6
Elizabeth Street,2023-11-25 00:00:00+00:00,73,0,Saturday,6
Bridge Street,2023-11-25 00:00:00+00:00,166,0,Saturday,6
Park Street,2023-11-24 23:00:00+00:00,1054,23,Friday,5
Market Street,2023-11-24 23:00:00+00:00,493,23,Friday,5
Elizabeth Street,2023-11-24 23:00:00+00:00,126,23,Friday,5
Bridge Street,2023-11-24 23:00:00+00:00,171,23,Friday,5
Elizabeth Street,2023-11-24 22:00:00+00:00,200,22,Friday,5
Market Street,2023-11-24 22:00:00+00:00,719,22,Friday,5
Bridge Street,2023-11-24 22:00:00+00:00,309,22,Friday,5
Park Street,2023-11-24 22:00:00+00:00,1577,22,Friday,5
Park Street,2023-11-19 01:00:00+00:00,1224,1,Sunday,0
Market Street,2023-11-19 01:00:00+00:00,309,1,Sunday,0
Elizabeth Street,2023-11-19 01:00:00+00:00,26,1,Sunday,0
Bridge Street,2023-11-19 01:00:00+00:00,130,1,Sunday,0
Bridge Street,2023-11-19 00:00:00+00:00,179,0,Sunday,0
Park Street,2023-11-19 00:00:00+00:00,1264,0,Sunday,0
Market Street,2023-11-19 00:00:00+00:00,690,0,Sunday,0
Elizabeth Street,2023-11-19 00:00:00+00:00,77,0,Sunday,0
Park Street,2023-11-18 23:00:00+00:00,1385,23,Saturday,6
Bridge Street,2023-11-18 23:00:00+00:00,325,23,Saturday,6
Elizabeth Street,2023-11-18 23:00:00+00:00,111,23,Saturday,6
Market Street,2023-11-18 23:00:00+00:00,1129,23,Saturday,6
Bridge Street,2023-11-18 22:00:00+00:00,350,22,Saturday,6
Park Street,2023-11-18 22:00:00+00:00,2176,22,Saturday,6
Market Street,2023-11-18 22:00:00+00:00,1641,22,Saturday,6
Elizabeth Street,2023-11-18 22:00:00+00:00,259,22,Saturday,6
Park Street,2023-11-18 01:00:00+00:00,839,1,Saturday,6
Bridge Street,2023-11-18 01:00:00+00:00,96,1,Saturday,6
Elizabeth Street,2023-11-18 01:00:00+00:00,26,1,Saturday,6
Market Street,2023-11-18 01:00:00+00:00,298,1,Saturday,6
Bridge Street,2023-11-18 00:00:00+00:00,156,0,Saturday,6
Elizabeth Street,2023-11-18 00:00:00+00:00,84,0,Saturday,6
Market Street,2023-11-18 00:00:00+00:00,518,0,Saturday,6
Park Street,2023-11-18 00:00:00+00:00,1049,0,Saturday,6
Park Street,2023-11-17 23:00:00+00:00,1506,23,Friday,5
Market Street,2023-11-17 23:00:00+00:00,869,23,Friday,5
Elizabeth Street,2023-11-17 23:00:00+00:00,154,23,Friday,5
Bridge Street,2023-11-17 23:00:00+00:00,372,23,Friday,5
Elizabeth Street,2023-11-17 22:00:00+00:00,177,22,Friday,5
Bridge Street,2023-11-17 22:00:00+00:00,477,22,Friday,5
Market Street,2023-11-17 22:00:00+00:00,1344,22,Friday,5
Park Street,2023-11-17 22:00:00+00:00,2005,22,Friday,5
Park Street,2023-11-12 01:00:00+00:00,980,1,Sunday,0
Bridge Street,2023-11-12 01:00:00+00:00,129,1,Sunday,0
Elizabeth Street,2023-11-12 01:00:00+00:00,75,1,Sunday,0
Market Street,2023-11-12 01:00:00+00:00,82,1,Sunday,0
Bridge Street,2023-11-12 00:00:00+00:00,160,0,Sunday,0
Elizabeth Street,2023-11-12 00:00:00+00:00,173,0,Sunday,0
Market Street,2023-11-12 00:00:00+00:00,175,0,Sunday,0
Park Street,2023-11-12 00:00:00+00:00,1026,0,Sunday,0
Bridge Street,2023-11-11 23:00:00+00:00,299,23,Saturday,6
Market Street,2023-11-11 23:00:00+00:00,177,23,Saturday,6
Park Street,2023-11-11 23:00:00+00:00,1446,23,Saturday,6
Elizabeth Street,2023-11-11 23:00:00+00:00,175,23,Saturday,6
Park Street,2023-11-11 22:00:00+00:00,1952,22,Saturday,6
Market Street,2023-11-11 22:00:00+00:00,489,22,Saturday,6
Elizabeth Street,2023-11-11 22:00:00+00:00,291,22,Saturday,6
Bridge Street,2023-11-11 22:00:00+00:00,400,22,Saturday,6
Elizabeth Street,2023-11-11 01:00:00+00:00,48,1,Saturday,6
Market Street,2023-11-11 01:00:00+00:00,94,1,Saturday,6
Park Street,2023-11-11 01:00:00+00:00,733,1,Saturday,6
Bridge Street,2023-11-11 01:00:00+00:00,99,1,Saturday,6
Bridge Street,2023-11-11 00:00:00+00:00,163,0,Saturday,6
Elizabeth Street,2023-11-11 00:00:00+00:00,86,0,Saturday,6
Market Street,2023-11-11 00:00:00+00:00,186,0,Saturday,6
Park Street,2023-11-11 00:00:00+00:00,686,0,Saturday,6
Elizabeth Street,2023-11-10 23:00:00+00:00,145,23,Friday,5
Market Street,2023-11-10 23:00:00+00:00,305,23,Friday,5
Park Street,2023-11-10 23:00:00+00:00,971,23,Friday,5
Bridge Street,2023-11-10 23:00:00+00:00,237,23,Friday,5
Bridge Street,2023-11-10 22:00:00+00:00,319,22,Friday,5
Elizabeth Street,2023-11-10 22:00:00+00:00,244,22,Friday,5
Market Street,2023-11-10 22:00:00+00:00,436,22,Friday,5
Park Street,2023-11-10 22:00:00+00:00,1478,22,Friday,5
Park Street,2023-11-05 01:00:00+00:00,720,1,Sunday,0
Market Street,2023-11-05 01:00:00+00:00,52,1,Sunday,0
Elizabeth Street,2023-11-05 01:00:00+00:00,0,1,Sunday,0
Bridge Street,2023-11-05 01:00:00+00:00,13,1,Sunday,0
Park Street,2023-11-05 00:00:00+00:00,926,0,Sunday,0
Market Street,2023-11-05 00:00:00+00:00,148,0,Sunday,0
Elizabeth Street,2023-11-05 00:00:00+00:00,0,0,Sunday,0
Bridge Street,2023-11-05 00:00:00+00:00,87,0,Sunday,0
Market Street,2023-11-04 23:00:00+00:00,257,23,Saturday,6
Park Street,2023-11-04 23:00:00+00:00,1009,23,Saturday,6
Elizabeth Street,2023-11-04 23:00:00+00:00,0,23,Saturday,6
Bridge Street,2023-11-04 23:00:00+00:00,145,23,Saturday,6
Market Street,2023-11-04 22:00:00+00:00,370,22,Saturday,6
Park Street,2023-11-04 22:00:00+00:00,1343,22,Saturday,6
Elizabeth Street,2023-11-04 22:00:00+00:00,0,22,Saturday,6
Bridge Street,2023-11-04 22:00:00+00:00,177,22,Saturday,6
Park Street,2023-11-04 01:00:00+00:00,749,1,Saturday,6
Market Street,2023-11-04 01:00:00+00:00,87,1,Saturday,6
Elizabeth Street,2023-11-04 01:00:00+00:00,0,1,Saturday,6
Bridge Street,2023-11-04 01:00:00+00:00,69,1,Saturday,6
Bridge Street,2023-11-04 00:00:00+00:00,91,0,Saturday,6
Elizabeth Street,2023-11-04 00:00:00+00:00,0,0,Saturday,6
Park Street,2023-11-04 00:00:00+00:00,697,0,Saturday,6
Market Street,2023-11-04 00:00:00+00:00,200,0,Saturday,6
Bridge Street,2023-11-03 23:00:00+00:00,147,23,Friday,5
Elizabeth Street,2023-11-03 23:00:00+00:00,0,23,Friday,5
Market Street,2023-11-03 23:00:00+00:00,290,23,Friday,5
Park Street,2023-11-03 23:00:00+00:00,798,23,Friday,5
Bridge Street,2023-11-03 22:00:00+00:00,195,22,Friday,5
Elizabeth Street,2023-11-03 22:00:00+00:00,0,22,Friday,5
Market Street,2023-11-03 22:00:00+00:00,391,22,Friday,5
Park Street,2023-11-03 22:00:00+00:00,1169,22,Friday,5
Park Street,2023-10-29 01:00:00+00:00,1031,1,Sunday,0
Elizabeth Street,2023-10-29 01:00:00+00:00,66,1,Sunday,0
Market Street,2023-10-29 01:00:00+00:00,129,1,Sunday,0
Bridge Street,2023-10-29 01:00:00+00:00,94,1,Sunday,0
Park Street,2023-10-29 00:00:00+00:00,1125,0,Sunday,0
Market Street,2023-10-29 00:00:00+00:00,245,0,Sunday,0
Elizabeth Street,2023-10-29 00:00:00+00:00,129,0,Sunday,0
Bridge Street,2023-10-29 00:00:00+00:00,180,0,Sunday,0
Elizabeth Street,2023-10-28 23:00:00+00:00,255,23,Saturday,6
Park Street,2023-10-28 23:00:00+00:00,1339,23,Saturday,6
Market Street,2023-10-28 23:00:00+00:00,440,23,Saturday,6
Bridge Street,2023-10-28 23:00:00+00:00,309,23,Saturday,6
Market Street,2023-10-28 22:00:00+00:00,401,22,Saturday,6
Elizabeth Street,2023-10-28 22:00:00+00:00,279,22,Saturday,6
Bridge Street,2023-10-28 22:00:00+00:00,329,22,Saturday,6
Park Street,2023-10-28 22:00:00+00:00,1638,22,Saturday,6
Park Street,2023-10-28 01:00:00+00:00,886,1,Saturday,6
Market Street,2023-10-28 01:00:00+00:00,68,1,Saturday,6
Elizabeth Street,2023-10-28 01:00:00+00:00,35,1,Saturday,6
Bridge Street,2023-10-28 01:00:00+00:00,79,1,Saturday,6
Park Street,2023-10-28 00:00:00+00:00,841,0,Saturday,6
Bridge Street,2023-10-28 00:00:00+00:00,167,0,Saturday,6
Elizabeth Street,2023-10-28 00:00:00+00:00,54,0,Saturday,6
Market Street,2023-10-28 00:00:00+00:00,218,0,Saturday,6
Park Street,2023-10-27 23:00:00+00:00,1023,23,Friday,5
Market Street,2023-10-27 23:00:00+00:00,333,23,Friday,5
Elizabeth Street,2023-10-27 23:00:00+00:00,134,23,Friday,5
Bridge Street,2023-10-27 23:00:00+00:00,256,23,Friday,5
Bridge Street,2023-10-27 22:00:00+00:00,304,22,Friday,5
Market Street,2023-10-27 22:00:00+00:00,405,22,Friday,5
Park Street,2023-10-27 22:00:00+00:00,1304,22,Friday,5
Elizabeth Street,2023-10-27 22:00:00+00:00,124,22,Friday,5
